filename,title,rating,ship,language,category,lovers,wordcount,published,hits,freeform_tags
24_16.txt,The House at Spinner's End,general,none,English,none,none,6763,2020-03-25,4853,Alternate Reality|Fluff|Child Harry|snape raising harry|Severitus / Severus Snape is Harry Potter&#39;s Parent|Severus Snape Adopts Harry Potter|I might continue
24_17.txt,"A Shortage, and Later an Abundance, of Teddy Bears",general,none,English,slash,Draco Malfoy/Harry Potter,1018,2020-03-31,2206,Fluff|Teddy Bears|The Dursleys&#39; A+ Parenting|Harry Potter Needs a Hug|Harry is Surrounded by Good Bros|I Just Really Like Soft HP Stories Okay
24_18.txt,Full Moon,notrated,none,English,het,Dorcas Meadowes/Sirius Black,2056,2019-11-20,148,Enemies to Friends to Lovers|Enemies to Lovers|Friendship|Marauders Era (Harry Potter)|Marauders Friendship (Harry Potter)|Marauders|War|Full Moon|Emotional|Poetic|Oh My God|Fear|Bad Boys|Eventual Smut|Danger|Blood|Animagus Harry Potter|Animagus|Tags May Change
24_19.txt,And I would be the one (to hold you down),teen,none,English,femslash,Lily Evans/Original Character,20644,2019-10-31,2107,Yandere|Obsessive Behavior|OOC|Unhealthy Relationships|Unhealthy Coping Mechanisms|Paranoid Ideation|Dark Lily Evans|Slow Burn|Female Character of Color|Friends to Lovers|Growing Up Together|Canon Divergent|Languages and Linguistics|Sister-Sister Relationship|Yandere Lily Evans
24_20.txt,I need a mental stability spell,explicit,none,Español,multi,Bill Weasley/Player Character (Hogwarts Mystery),11224,2020-03-30,1015,Personaje promiscuo|Actualmente busco traductores de inglés|Drugs|drogas magicas|Oral Sex|Sex|Vaginal Sex|Smut|Semi-Public Sex|Shower Sex|Blow Jobs|Dirty Talk|Romance|Death|Dark
25_1.txt,Back to Back We Face Ourselves,mature,none,English,multi,Draco Malfoy/Harry Potter,11673,2018-10-05,7293,Time Travel Fix-It|Draco Malfoy &amp; Ron Weasley Friendship|Ron Weasley is a Good Friend|bossy big brother ron|Slytherin Ron Weasley|Slytherin Harry Potter|Explicit Language
25_2.txt,A Distraction is Needed,teen,none,English,het,Hermione Granger/Thor (Marvel),128,2020-03-31,449,Meet-Cute|Alternate Universe|Book 4: Harry Potter and the Goblet of Fire|Slow Burn
25_3.txt,Guess Who’s Back,explicit,none,English,het,Hermione Granger/Severus Snape,35587,2020-01-02,19741,EWE
25_4.txt,The Maybe Non-Eventful Life of Percy Weasley,teen,none,English,multi,Oliver Wood/Percy Weasley,50890,2019-07-05,10090,Alternate Universe - Modern Setting|Alternate Universe - Non-Magical|There is some mention of George being in a car accident but no graphic detail|Social Media|Coming Out|I have little knowledge of the UK school system so just go with it|Discussion of Homophobia|Discussion of Mental Health
25_5.txt,Between The Pages,general,none,English,multi,none,27780,2020-08-28,227,none
25_6.txt,Où les pins et les érables poussent,teen,none,Français,slash,Severus Snape/Sirius Black,26481,2020-01-09,902,Baby Harry|Fatherhood|Sarcasm|Post-Traumatic Stress Disorder - PTSD|Enemies to Lovers|Slow Burn|No Smut
25_7.txt,The Dracken Prince,explicit,none,English,multi,Harry Potter/Tom Riddle,22722,2020-03-13,25546,Anal Sex|Oral Sex|Rimming|d/s dynamics|Mpreg|Mentions of past non-con (nothing graphic)|Disapproving fathers|marriages|Creature Fic|Dracken inheritence|and all the troubles inherent in them|Roaring at bad times|Humor is here and may be badly done|you&#39;ll get used to it (that&#39;s not a threat)|Do not post to other sites
25_8.txt,The Undoing,mature,none,English,het,Draco Malfoy/Original Female Character(s),6883,2020-03-27,3695,Hogwarts Seventh Year|Emotional/Psychological Abuse|Mental Health Issues|Slow Burn|Violence|Suicidal Thoughts|Explicit Language|Mild Sexual Content|Emotional Hurt/Comfort|Child Abuse|Major Character Injury|Character Death|Arranged Marriage
25_9.txt,Girls' Day Out,general,none,English,gen,none,1026,2020-03-31,204,trans positivity|Trans Woman Neville Longbottom - Freeform|Trans Female Character
25_10.txt,Dreamcatcher,explicit,none,English,slash,Credence Barebone/Original Percival Graves,27380,missing data,missing data,none
25_11.txt,Lessons In Pleasure,explicit,none,English,multi,Ginny Weasley/Harry Potter,9366,2020-03-31,13365,Oral Sex|femmeslash|Incest|Anal|Consensual Infidelity|Cuckold Fetish
25_12.txt,Cruel Intentions,mature,none,English,femslash,Fleur Delacour/Hermione Granger,88018,2020-03-26,9657,fleurmione - Freeform
25_13.txt,Harry Potter and The Heir of House Greengrass,teen,none,English,multi,Daphne Greengrass/Harry Potter,9296,2020-03-15,12224,Fake/Pretend Relationship|Female Homosexuality|Bisexuality|Implied/Referenced Homophobia
25_14.txt,A Transient and Embarrassed Phantom,teen,none,English,gen,Draco Malfoy/Regulus Black,3708,2020-03-31,4591,POV Regulus Black|Regulus Black-centric|Regulus Black Feels|Good Regulus Black|Regulus Black Deserves Better|Ghost Regulus Black|Alternate Universe - Harry Potter Setting|Alternate Universe - Hogwarts|Ghosts|Black Family-centric (Harry Potter)|The Noble and Most Ancient House of Black|Book 1: Harry Potter and the Philosopher&#39;s Stone|Alternate Universe - Canon Divergence|Past Character Death|Draco Malfoy is a Little Shit|Slytherin|Good Slytherins|Slytherin Common Room|Slytherins Being Slytherins|the characters&#39; views and opinions do not reflect those of the author|Minor Character Death
25_15.txt,The Deamus Marriage,notrated,none,English,slash,Dean Thomas/Seamus Finnigan,518,2020-04-01,454,Gay|Oblivious Harry Potter|Marriage Proposal|Established Relationship
25_16.txt,The star will shine brighter than any other.,notrated,none,English,multi,none,1399,2020-03-24,10634,Slytherin Harry Potter|Indian Harry Potter|Good Slytherins|they are sweeties|Abusive Dursley Family (Harry Potter)|Fuck &#39;Em|Slytherins aren&#39;t political masterminds yet|they are eleven Jesus|Harry isn&#39;t Evil|but sorta kinda darkish|maybe greyish for now|I don&#39;t know what else should I write|Kinda Dumbledore Bashing|it&#39;s not that I think he&#39;s evil but it&#39;s for the story&#39;s purposes
25_17.txt,The Magic of Muggle Films,explicit,none,English,slash,Draco Malfoy/Harry Potter,5389,2020-03-31,5248,Quarantine|auror!Harry Potter|Healer!Draco Malfoy|Quarantined Together|Clothes Sharing|UST|It&#39;s Eventually Resolved|Harry Is Oblivious|Flirtatious Draco|Muggle Technology|top!Harry Potter|Bottom!Draco Malfoy|Awkward Flirting|Awkward Boners|they&#39;re both very awkward|Bisexual Harry Potter|Gay Draco Malfoy|POV Harry Potter|Pining|First Time|Frottage|Anal Fingering|Anal Sex
25_18.txt,Son Of Thor And Loki,teen,none,English,multi,Harry Potter/Original Male Character(s),24447,2019-06-23,32840,Loki (Marvel) is Harry Potter&#39;s Parent|Bottom Loki (Marvel)|Harry Potter Has a Sibling|Lily Evans Potter Bashing|James Potter Bashing|Albus Dumbledore Bashing|Sane Voldemort (Harry Potter)|Adopted Harry Potter|Harry Potter was Adopted by Other(s)|Ron Weasley Bashing|Molly Weasley Bashing|Ginny Weasley Bashing|Hermione Granger Bashing|Boy-Who-Lived Harry Potter|Harry Potter is the Heir to the House of Black
25_19.txt,Shift,general,none,English,slash,Draco Malfoy/Harry Potter,4471,2018-10-30,926,none
25_20.txt,Jade Potter,explicit,none,English,het,Original Female Character(s)/Severus Snape,247545,2018-10-08,15362,james potter sister|severus snape needs to be happy|Canon Compliant|Friendship|Hogwarts|Marauders&#39; Era|Severus Snape Has a Heart|Love|Falling In Love|Explicit Sexual Content|Eventual Romance|Smut|Percy Weasley/original male character
26_1.txt,The Standart You Walk Past,mature,none,Español,slash,Draco Malfoy/Harry Potter,16073,2019-01-28,1374,Hogwarts Eighth Year|Some Homophobia in the Wizarding World|Romance|Friends to Lovers|Fluff|Legilimency|Prejudice Against Slytherins|Roommates|Redeemed Draco Malfoy|flangst|SO MUCH FLUFF|Dreams
26_2.txt,Overheard in the Teacher's Lounge,general,none,English,gen,none,1029,2020-03-31,87,Professors|mini series|Hippogriffs
26_3.txt,Meet Me On The Battlefield,teen,none,English,het,Original Character(s)/Rose Tyler,125020,2020-01-05,961,Crossover|Multiple Crossovers|Original Character(s)|Bad Wolf Rose Tyler|Abstergo Industries|Hogwarts|Alternate Universe|Cracks in Time (Doctor Who)|Fields of Trenzalore|Gambit (Destiny)|Inspired by The Witcher|Mystery Shack|Storybrooke (Once Upon a Time)|Post-Serenity (2005)|Time Lords and Ladies|Gallifrey|Pete&#39;s World (Doctor Who)|Wonderland|Dredgen|Assassins vs. Templars|Neverland (Once Upon a Time)|Neverland (Peter Pan)|Angst|Friendship|Humor|Family|Series
26_4.txt,Ophelia: The Early Years,teen,none,English,gen,Albus Dumbledore/Harry Potter,2285,missing data,missing data,none
26_5.txt,Becoming Complacent,mature,none,English,het,Hermione Granger/Severus Snape,81365,2020-03-18,2376,Angst|Kidnapping|Violence|Torture
26_6.txt,Chase: Sequel to Mute,mature,none,English,het,Draco Malfoy/Hermione Granger,1591,2020-03-31,115,none
26_7.txt,SHINee Expelliarmus!!!!!,teen,none,English,multi,none,16461,2018-09-09,764,Crack|MAJORLY crack. fair warning|taemin is a tad of a thot if im honest|tw for child abuse. it isnt graphic but its there|Fluff|Angst|Love Triangles|This fic has it all!|i seriously dont know what tags to use. just pls read it|references to halloweentown|taemin is a total bicon LMAO
26_8.txt,I Just Won't Die - A Club for Immortals,general,none,English,gen,Aziraphale/Crowley (Good Omens),3036,2017-02-21,4925,Everybody has died more than once|Krillin dies|Alcohol|Technically underage drinking|Lion King|Humor|Destiel is mentioned|But more as a joke|Time Travel|John is confused|Jack Sparrow is confused|Gore i guess now wade&#39;s here|eddie is confused|not everyone who orders chocolate is a vulcan ellen|Irresponsibly behaviour during a pandemic
26_9.txt,Nothing Is Left To Protest,teen,none,English,het,Anne Hathaway Shakespeare/William Shakespeare,3307,2020-03-31,51,Alternate Universe - Hogwarts|Alternate Universe|Implied/Referenced Child Abuse|Emotional Hurt/Comfort|Emotional/Psychological Abuse|Angst|Angst with a Happy Ending|Idiots in Love|Gryffindor!Will|Slytherin!Anne|Gryffindor!Kit
26_10.txt,A Year in the Life,mature,none,English,multi,Remus Lupin/Sirius Black,150046,2019-09-12,10972,Alternate Universe - Canon Divergence|Post-Canon|Sirius Black Lives|Remus Lupin Lives|POV Sirius Black|POV Remus Lupin|Post-Traumatic Stress Disorder - PTSD|Grief/Mourning|Depression|Bigotry &amp; Prejudice|Hate Crimes|Implied/Referenced Suicide attempt|Demisexual Character|Panic Attacks|Fluff and Angst|Hurt/Comfort|Raising Teddy Lupin|Remus Lupin &amp; Harry Potter Godfather/Godson Relationship|New Parents|Teacher Remus Lupin|Healer Sirius Black|Welsh Remus Lupin|Single Parent Remus Lupin|Sirius Black Swears A Lot|POV Alternating|70&#39;s Music|80&#39;s Music|Historically Accurate Full Moon Calendar|Claustrophobia|Sirius Black Sings|Epic pranks|Slice of Life|Attempted Murder|Quidditch|Sirius Black Plays Violin|Adoptive Parent Sirius Black
26_11.txt,Mortuus Orbis,explicit,none,English,multi,none,10748,2020-03-30,971,Heavy Angst|Period-Typical Racism|Period-Typical Sexism|Post-Traumatic Stress Disorder - PTSD|Blood and Gore
26_12.txt,Defenestration,teen,none,English,slash,Harry Potter/Tom Riddle,151,2020-03-31,4429,Crack|Alternate Universe - Crack|Teenage Tom Riddle|Teenage Harry Potter|Professor Albus Dumbledore|Head Boy Tom Riddle|Being Walked In On
26_13.txt,The beauty of the Black sisters,general,none,English,gen,none,847,2020-03-31,112,The Noble and Most Ancient House of Black|Black Family-centric (Harry Potter)
26_14.txt,Moonlight Magician,teen,none,English,slash,Harry Potter/L,8356,2019-12-22,4939,Soulmate-Identifying Marks|Alternate Universe - Soulmates|Crossover Pairings|let me have my fun|I Don&#39;t Even Know|Harry is Kaito Kid|Kaito is not Kaito Kid
26_15.txt,Kairos Amid the Ruins,mature,none,English,slash,Harry Potter/Severus Snape,31276,2019-10-04,44779,Time Travel|Harry Potter is Not the Boy-Who-Lived|Alternate Universe - Canon Divergence|Angst|Drama|Breaking the Universe|Mentor Harry Potter
26_16.txt,Unseen,explicit,none,English,het,Draco Malfoy/Hermione Granger,53064,2019-12-18,19613,POV Draco Malfoy|Eating Disorders|Anorexia|Therapy|Canon Divergence - Post-Hogwarts|Friends to Lovers|Slow Burn|Purging|Angst and Hurt/Comfort|Emotional Hurt/Comfort
26_17.txt,O for Outstanding,explicit,none,English,het,Draco Malfoy/Hermione Granger,29207,2020-03-06,20827,Hogwarts|Alternate Universe - Professors|Professors|Professor Draco Malfoy|Potions Master Draco Malfoy|Professor Hermione Granger|Professor Neville Longbottom|Herbology Professor Neville Longbottom|Smut|Fluff and Smut|Eventual Smut|Eventual Romance|Romance|Not Epilogue Compliant|Harry Potter Epilogue What Epilogue / EWE|Shoe Kink|High Heels|Adult Hermione Granger|Adult Draco Malfoy|Neville Longbottom is a Good Friend|POV Draco Malfoy|Draco Malfoy &amp; Harry Potter Friendship|Wet Dream|look im just saying|It&#39;s gonna get good|Alcohol Abuse/Alcoholism|just a little|Lingerie
26_18.txt,The Basilisk,notrated,none,English,none,none,1202,2020-03-31,104,Basilisks|petrification|Panic Attacks
26_19.txt,Watching You,mature,none,English,slash,Harry Potter/Severus Snape,3614,2020-04-01,1463,Established Relationship|Voyeurism|Romance|Possessive Behavior|Possessive Harry|POV First Person|POV Harry Potter|Present Tense|Anniversary|Masturbation|Harry Potter Epilogue What Epilogue / EWE|Alternate Universe
26_20.txt,Groundhog Date,teen,none,English,slash,Draco Malfoy/Harry Potter,13333,2017-10-14,5789,Time Travel|Groundhog Day|Blind Date|Hipsters|Cereal Cafe|Fat positive|Chubby Harry|Chubby Scorpius|Humour|POV Alternating|Bars and Pubs
27_1.txt,Late night enchantments,mature,none,English,het,Original Character(s)/Talbott Winger,31084,2020-02-12,1055,Abuse|Past Child Abuse|Death|Magic|Dark Magic|Friendship|Friendship/Love|Auror Partners|Auror Harry Potter|Auror Training|Training Camp|Angst|Angst and Tragedy
27_2.txt,Harry Potter and the Goblet of Fire Abridged,mature,none,English,none,none,51552,2019-02-02,1073,Abridged|Parody
27_3.txt,Lord Voldemort Goes to the Cinema,general,none,English,slash,Harry Potter/Voldemort,439,2020-03-31,2473,Pre-Slash|Pre-Relationship|pre-Tomarry
27_4.txt,The Journey,notrated,none,English,femslash,Hermione Granger/Pansy Parkinson,2928,2020-03-25,941,Enemies to Lovers|Enemies to Friends to Lovers|Angst|Fluff and Angst|Angst with a Happy Ending|Spin the Bottle|Truth or Dare|Hogwarts Eighth Year|Post-Canon|Not Epilogue Compliant
27_5.txt,Mea Culpa,teen,none,English,het,Hermione Granger/Severus Snape,19790,2020-03-21,3627,Action/Adventure
27_6.txt,Married at First Sight,general,none,English,multi,Remus Lupin/Sirius Black,9624,2019-02-21,1891,asexual!sirius black|trans!remus lupin|married at first sight au|married at first sight|Muggles|Muggle AU
27_7.txt,Falling,teen,none,English,multi,Original Female Character(s)/Regulus Black,135968,2019-08-10,5152,Alternate Universe - Everyone Lives/Nobody Dies|okay well actually a few people die|But not major characters|Fix-It|this is a sequel|please read the first part of this series or this won&#39;t make much sense|Alternate Universe - Canon Divergence|Regulus Black Lives|Regulus Black Deserves Better|Good Regulus Black
27_8.txt,"First Pain, Then Healing",explicit,none,English,multi,Draco Malfoy/Narcissa Black Malfoy,22667,2020-03-14,10668,Evil Voldemort (Harry Potter)|Lucius Malfoy Being an Asshole|Abusive Lucius Malfoy|Evil Lucius Malfoy|Aftermath of Torture|Implied/Referenced Torture|Torture|Past Torture|Cruciatus|Good Severus Snape|Narcissa Black Malfoy is a Good Parent|Scared Draco Malfoy|Abused Draco Malfoy|POV Draco Malfoy|Eventual Draco Malfoy/Harry Potter|Eventual Romance|Eventual Happy Ending|Hurt/Comfort|Heavy Angst|Aftermath of Violence|Canon-Typical Violence|Violence|Minor Lucius Malfoy/Narcissa Black Malfoy|Lucius Malfoy&#39;s A+ Parenting|Emotional/Psychological Abuse|Rape/Non-con Elements|Rape Recovery|Rape Aftermath|Underage Rape/Non-con|Trauma|Psychological Trauma|Post-Traumatic Stress Disorder - PTSD|Additional Warnings In Author&#39;s Note|Triggers|Draco Malfoy Has PTSD - Post-Traumatic Stress Disorder|Draco Malfoy Has Issues|Other Additional Tags to Be Added|Homophobic Language|Implied/Referenced Homophobia|Male Homosexuality|Homosexuality|Explicit Language|Derogatory Language|I Can&#39;t Believe I Wrote This|What Have I Done|I&#39;m Sorry|Draco Malfoy Needs a Hug|Gay Draco Malfoy|FUCK LUCIUS MALFOY|Angry Draco Malfoy|Lucius Malfoy Is A Piece of Shit|Flashbacks|Mental Breakdown|Suicidal Thoughts|Self-Harm|Implied/Referenced Self-Harm|Self-Esteem Issues|Self Confidence Issues|Self-Doubt|Threats of Rape/Non-Con|Implied/Referenced Rape/Non-con|Near Death Experiences|Threats of Gang Rape|Sectumsempra|Sectumsempra Scars|Blood and Injury|Action Dueling|Blood and Violence|Implied/Referenced Underage Sex|Threats of Violence|Implied/Referenced Suicide|Fenrir Greyback is CREEPY|Battle of Hogwarts|Voldemort (Harry Potter) Dies|Enemies to Friends|Book 7: Harry Potter and the Deathly Hallows|Not Canon Compliant|Alternate Universe - Canon Divergence|Post-Battle of Hogwarts|Fiendfyre|Redeemed Draco Malfoy|Suicide Attempt|Friends to Lovers|Boys Kissing|Boys In Love|Anal Sex|Anal Fingering|Anal|Gay Sex|Making Love|Pining Draco Malfoy|Harry Potter Epilogue What Epilogue / EWE|Getting Together|Established Relationship|Mutual Pining|Angst with a Happy Ending|Dirty Talk|Praise Kink|Marriage Proposal
27_9.txt,Titanium Rose,explicit,none,English,multi,Harry Potter/Hermione Granger,6431,2020-03-02,7425,Ron Weasley Bashing|Emotional/Psychological Abuse|Physical Abuse|Implied/Referenced Rape/Non-con|Dark|Angst|Hurt/Comfort|Slow Burn|Wizarding World (Harry Potter)|Wizarding Culture (Harry Potter)|Canon Divergence - Post-Hogwarts|Other Additional Tags to Be Added
27_10.txt,The Root of All Evil Is Love,teen,none,English,slash,Harry Potter/Tom Riddle,32451,2015-01-30,66693,Time Travel|Slytherin Harry|Love Potion/Spell|tomarry - Freeform
27_11.txt,Canis Nocturna,teen,none,English,none,none,16016,missing data,missing data,none
27_12.txt,The Correction of Time,mature,none,English,het,Hermione Granger/Regulus Black,46436,missing data,missing data,none
27_13.txt,A World Aflame,mature,none,English,multi,Catlyn Stark/Eddard Stark,18624,missing data,missing data,none
27_14.txt,Secrets of the Moon,mature,none,English,het,Draco Malfoy/Hermione Granger,17432,missing data,missing data,none
27_15.txt,Beati sint mecum,teen,none,English,multi,Harry Potter/Original Female Character(s),8305,missing data,missing data,none
27_16.txt,under the radar,general,none,English,none,Filius Flitwick/Original Female Character(s),5495,missing data,missing data,none
27_17.txt,Forged Through Resilience,mature,none,English,none,none,20757,missing data,missing data,none
27_18.txt,Not Another Crazy Magic User,mature,none,English,slash,Harry Potter/Loki (Marvel),3309,missing data,missing data,none
27_19.txt,Scandalous Affair,mature,none,English,slash,Harry Potter/Lucius Malfoy,52713,missing data,missing data,none
27_20.txt,Who Remembers Your Name?,teen,none,English,multi,none,49734,missing data,missing data,none
28_1.txt,Run away with me?,notrated,none,English,none,Hermione Granger/Oliver Wood,482,missing data,missing data,none
28_2.txt,A Voice In The Dark,notrated,none,English,multi,Hermione Granger/Luna Lovegood,18787,missing data,missing data,none
28_3.txt,what have we done (can i be undone?),mature,none,English,femslash,Bellatrix Black Lestrange/Hermione Granger,19941,missing data,missing data,none
28_4.txt,Garden of Words,notrated,none,English,slash,Draco Malfoy/Harry Potter,22504,missing data,missing data,none
28_5.txt,Albus Potter and the Cursed Legacy,teen,none,English,slash,Albus Severus Potter/Scorpius Malfoy,130390,missing data,missing data,none
28_6.txt,future nostalgia,teen,none,English,multi,Albus Severus Potter/Scorpius Malfoy,1331,missing data,missing data,none
28_7.txt,The Contract,mature,none,English,multi,Harry Potter/Rabastan Lestrange,256050,missing data,missing data,none
28_8.txt,Truce,general,none,English,slash,Draco Malfoy/Harry Potter,11131,missing data,missing data,none
28_9.txt,A Good Bean,teen,none,English,slash,Draco Malfoy/Harry Potter,4361,missing data,missing data,none
28_10.txt,Chimaera,explicit,none,English,het,Hermione Granger/Severus Snape,38640,missing data,missing data,none
28_11.txt,Dream Sequence,mature,none,English,multi,Original Female Character(s)/Severus Snape,139603,missing data,missing data,none
28_12.txt,Atria,explicit,none,English,multi,Harry Potter/Severus Snape,65049,missing data,missing data,none
28_13.txt,get love when i’ve only been stealing,teen,none,English,het,Fred Weasley/Hermione Granger,572,missing data,missing data,none
28_14.txt,Hermione Unbound,teen,none,English,none,Lucius Malfoy/Narcissa Black Malfoy,61382,missing data,missing data,none
28_15.txt,Platonics,general,none,English,multi,Harry Potter/Severus Snape,2918,missing data,missing data,none
28_16.txt,80: Jackpot,mature,none,English,multi,none,41893,missing data,missing data,none
28_17.txt,Bloodline Holds Me,notrated,none,English,het,George Weasley/Original Female Character(s),3025,missing data,missing data,none
28_18.txt,Blood and Gold,explicit,none,English,slash,Harry Potter/Tom Riddle | Voldemort,25456,missing data,missing data,none
28_19.txt,Magic of 0's and 1's,mature,none,English,slash,Harry Potter/Jarvis (Iron Man movies),15547,missing data,missing data,none
28_20.txt,Star-crossed,general,none,中文,slash,Draco Malfoy/Harry Potter,27201,missing data,missing data,none
29_1.txt,Blind with perfection,mature,none,English,slash,Draco Malfoy/Harry Potter,15754,missing data,missing data,none
29_2.txt,Breeding Ground: Proving Their Worth,explicit,none,English,multi,none,2803,missing data,missing data,none
29_3.txt,A Talk,general,none,English,slash,James Sirius Potter/Scorpius Malfoy,1633,missing data,missing data,none
29_4.txt,A Curious Thing (Updated),explicit,none,English,multi,Draco Malfoy/Hermione Granger,62369,missing data,missing data,none
29_5.txt,"【授权翻译】半梦半醒（Half Awake, Half Asleep）",mature,none,中文,none,Draco Malfoy/Harry Potter,13525,missing data,missing data,none
29_6.txt,A Mourning to Remember,teen,none,English,het,Hermione Granger/Ron Weasley,7456,missing data,missing data,none
29_7.txt,The French Cook and the English Prince,mature,none,English,slash,Draco Malfoy/Harry Potter,13361,missing data,missing data,none
29_8.txt,Cajamarca,mature,none,English,het,Bill Weasley/Original Female Character(s),32718,missing data,missing data,none
29_9.txt,The Potters and the Weasleys,general,none,English,none,Ginny Weasley/Harry Potter,9373,missing data,missing data,none
29_10.txt,Endurance,explicit,none,English,slash,none,171413,missing data,missing data,none
29_11.txt,Professors,mature,none,English,het,Draco Malfoy/Hermione Granger,66074,missing data,missing data,none
29_12.txt,lawfully married wife,notrated,none,English,het,Blaise Zabini/Hermione Granger,9522,missing data,missing data,none
29_13.txt,A Friend Closer Than A Brother,notrated,none,English,gen,none,1068,missing data,missing data,none
29_14.txt,The aftermath,notrated,none,English,gen,Ron Weasley/Weasley Family,788,missing data,missing data,none
29_15.txt,Herakles Potter and the Philosopher's Stone,teen,none,English,none,Harry Potter/Severus Snape,8700,missing data,missing data,none
29_16.txt,Operation haircut,notrated,none,English,het,none,1176,missing data,missing data,none
29_17.txt,A Series of Unfortunate Events,mature,none,English,het,Original Female Character(s)/Tom Riddle,1095,missing data,missing data,none
29_18.txt,A Glimpse of Lace,explicit,none,English,multi,Neville Longbottom/Pansy Parkinson,60236,missing data,missing data,none
29_19.txt,Time has brought your heart to me. (4 volte in cui non sono riusciti a restare insieme; 1 volta in cui ce l’hanno fatta),explicit,none,Italiano,slash,Credence Barebone/Original Percival Graves,24960,missing data,missing data,none
29_20.txt,A criminal love story,explicit,none,English,slash,Dean Thomas/Seamus Finnigan,5597,missing data,missing data,none
30_1.txt,Wolf's child,mature,none,English,multi,Harry Potter/Tyler Creed,4053,missing data,missing data,none
30_2.txt,Nocturnus,explicit,none,English,het,Draco Malfoy/Hermione Granger,45714,missing data,missing data,none
30_3.txt,Экстенсио Спиритум,explicit,none,Русский,slash,Harry Potter/Severus Snape,9587,missing data,missing data,none
30_4.txt,Principium,teen,none,English,het,OC/Severus Snape,8752,missing data,missing data,none
30_5.txt,The Winding Road,mature,none,English,het,Hermione Granger/Remus Lupin,335376,missing data,missing data,none
30_6.txt,I love you beyond all reason,mature,none,English,multi,James Potter/Sirius Black,684,missing data,missing data,none
30_7.txt,"if you had only gave me time, i swear i could have told ya",general,none,English,slash,Albus Severus Potter/Scorpius Malfoy,14255,missing data,missing data,none
30_8.txt,Fate Untold,mature,none,English,multi,none,52828,missing data,missing data,none
30_9.txt,Fantasy Fulfilled,explicit,none,English,slash,Draco Malfoy/Harry Potter,1223,missing data,missing data,none
30_10.txt,Deception,mature,none,English,slash,Draco Malfoy/Harry Potter,2955,missing data,missing data,none
30_11.txt,The Wizarding World of Violet Clearwater,general,none,English,none,none,1074,missing data,missing data,none
30_12.txt,如此結果,mature,none,中文,slash,Lucius Malfoy/Tom Riddle,7237,missing data,missing data,none
30_13.txt,opiate this hazy head of mine,explicit,none,English,het,Draco Malfoy/Hermione Granger,8609,missing data,missing data,none
30_14.txt,Mischief Managed,mature,none,English,multi,Remus Lupin/Sirius Black,270578,missing data,missing data,none
30_15.txt,Alchemist in the Order,notrated,none,English,gen,none,6475,missing data,missing data,none
30_16.txt,【斯内普Snape×Taoist】救赎Redemption,notrated,none,中文,slash,何微言/西弗勒斯·斯内普Severus Snape,20482,missing data,missing data,none
30_17.txt,Draco Takes a Mark,teen,none,English,het,Draco Malfoy/Hermione Granger,114950,missing data,missing data,none
30_18.txt,The Heir and The Right Hand,explicit,none,English,slash,Harry Potter/OMC,11184,missing data,missing data,none
30_19.txt,Schism sequel - preview,general,none,English,gen,none,1976,missing data,missing data,none
30_20.txt,"Our rights, our wrongs",teen,none,English,het,Original Female Character(s)/Severus Snape,33410,missing data,missing data,none
31_1.txt,What Is and What Isn't,teen,none,English,multi,none,1866,missing data,missing data,none
31_2.txt,I Loathe You,notrated,none,English,none,Rose Weasley/Scorpius Malfoy,39561,missing data,missing data,none
31_3.txt,Schism,mature,none,English,het,Draco Malfoy/Original Female Character(s),122847,missing data,missing data,none
31_4.txt,John Hunger Two: Electric Boogaloo,notrated,none,English,none,none,2329,missing data,missing data,none
31_5.txt,Love is Blind,general,none,English,slash,Draco Malfoy/Harry Potter,4957,missing data,missing data,none
31_6.txt,For I Know,explicit,none,English,multi,none,63575,missing data,missing data,none
31_7.txt,#德哈#今天的波特先生系了一条绿领带,mature,none,中文,slash,Draco Malfoy/Harry Potter,8746,missing data,missing data,none
31_8.txt,Until the Day I Take My Last Breath and After That,general,none,English,slash,Remus Lupin/Sirius Black,3230,missing data,missing data,none
31_9.txt,Kiseki no Sedai of Mahoutokoro,mature,none,English,gen,Generation of Miracles/Kuroko Tetsuya,9611,missing data,missing data,none
31_10.txt,"""Here we are, no turn away now""",general,none,English,multi,Annabeth Chase/Percy Jackson,19472,missing data,missing data,none
31_11.txt,An Untold Beginning,general,none,English,multi,none,84742,missing data,missing data,none
31_12.txt,Death is but the Next Great Aventure (TRADUCCIÓN),mature,none,Español,slash,Harry Potter/Tom Riddle,39932,missing data,missing data,none
31_13.txt,Praga: Caput Regni,mature,none,Italiano,slash,Harry Potter/Terence Higgs,3710,missing data,missing data,none
31_14.txt,渴望,explicit,none,中文,slash,Harry Potter/Tom Riddle | Voldemort,31526,missing data,missing data,none
31_15.txt,Juniper Black and the Elder wand,general,none,English,multi,none,1631,missing data,missing data,none
31_16.txt,A Year of Visitors,explicit,none,English,multi,Hermione Granger/Remus Lupin,15665,missing data,missing data,none
31_17.txt,Выбранные места из переписки с друзьями,teen,none,Русский,slash,James/Sirius&#39; letter,1084,missing data,missing data,none
31_18.txt,Still Untitled as of Yet,teen,none,English,slash,Harry Potter/Severus Snape,19418,missing data,missing data,none
31_19.txt,An Education,mature,none,English,het,Draco Malfoy/Hermione Granger,108790,missing data,missing data,none
31_20.txt,Thomas Cloverleigh Echoes of the Past,general,none,English,other,none,38048,missing data,missing data,none
